GENE_ID,HIGH,LOW,MODERATE,MODIFIER,HIGH_ratio,LOW_ratio,MODERATE_ratio,MODIFIER_ratio
ENSG00000133816,0,0,16,8,0.0,0.0,0.67,0.33
ENSG00000133878,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000133935,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000133943,0,23,25,20,0.0,0.34,0.37,0.29
ENSG00000133961,0,15,0,2,0.0,0.88,0.0,0.12
ENSG00000133980,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000133997,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000134013,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000134056,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000134061,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000134109,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000134152,0,0,6,7,0.0,0.0,0.46,0.54
ENSG00000134183,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000134193,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000134207,0,11,0,3,0.0,0.79,0.0,0.21
ENSG00000134216,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000134259,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000134262,0,0,3,12,0.0,0.0,0.2,0.8
ENSG00000134291,0,0,0,21,0.0,0.0,0.0,1.0
ENSG00000134294,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000134323,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000134330,0,3,7,21,0.0,0.1,0.23,0.68
ENSG00000134376,0,0,7,10,0.0,0.0,0.41,0.59
ENSG00000134389,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000134419,0,10,0,16,0.0,0.38,0.0,0.62
ENSG00000134453,0,0,5,2,0.0,0.0,0.71,0.29
ENSG00000134461,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000134532,0,11,0,0,0.0,1.0,0.0,0.0
ENSG00000134533,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000134539,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000134574,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000134575,0,0,0,27,0.0,0.0,0.0,1.0
ENSG00000134588,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000134668,0,0,3,5,0.0,0.0,0.38,0.62
ENSG00000134775,0,0,6,17,0.0,0.0,0.26,0.74
ENSG00000134779,0,4,1,15,0.0,0.2,0.05,0.75
ENSG00000134802,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000134815,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000134817,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000134827,1,0,1,8,0.1,0.0,0.1,0.8
ENSG00000134910,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000134982,0,4,7,25,0.0,0.11,0.19,0.69
ENSG00000134986,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000135047,0,2,0,16,0.0,0.11,0.0,0.89
ENSG00000135063,0,0,4,2,0.0,0.0,0.67,0.33
ENSG00000135069,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135070,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000135090,0,2,3,6,0.0,0.18,0.27,0.55
ENSG00000135100,0,1,6,20,0.0,0.04,0.22,0.74
ENSG00000135111,0,2,0,5,0.0,0.29,0.0,0.71
ENSG00000135148,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000135164,12,0,6,20,0.32,0.0,0.16,0.53
ENSG00000135185,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000135220,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000135241,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135249,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135298,0,0,2,4,0.0,0.0,0.33,0.67
ENSG00000135318,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000135346,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000135414,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000135426,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000135446,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000135469,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000135477,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000135480,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000135482,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000135547,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135569,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000135617,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000135625,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000135631,0,0,2,7,0.0,0.0,0.22,0.78
ENSG00000135632,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135709,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000135720,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000135744,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000135750,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000135763,0,1,1,1,0.0,0.33,0.33,0.33
ENSG00000135773,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000135823,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000135829,0,0,1,6,0.0,0.0,0.14,0.86
ENSG00000135899,0,2,7,3,0.0,0.17,0.58,0.25
ENSG00000135900,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000135903,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000135925,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000135926,6,0,0,17,0.26,0.0,0.0,0.74
ENSG00000135940,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000135951,0,0,7,5,0.0,0.0,0.58,0.42
ENSG00000135956,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000135960,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000135968,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000136059,4,0,0,19,0.17,0.0,0.0,0.83
ENSG00000136111,0,3,0,6,0.0,0.33,0.0,0.67
ENSG00000136147,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000136153,0,0,5,11,0.0,0.0,0.31,0.69
ENSG00000136155,0,0,4,0,0.0,0.0,1.0,0.0
ENSG00000136169,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000136193,0,0,6,0,0.0,0.0,1.0,0.0
ENSG00000136197,4,1,0,7,0.33,0.08,0.0,0.58
ENSG00000136280,0,0,0,33,0.0,0.0,0.0,1.0
ENSG00000136319,2,0,0,8,0.2,0.0,0.0,0.8
ENSG00000136352,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000136381,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000136425,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000136436,0,0,6,18,0.0,0.0,0.25,0.75
ENSG00000136448,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000136451,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000136463,0,1,0,1,0.0,0.5,0.0,0.5
ENSG00000136560,0,0,10,21,0.0,0.0,0.32,0.68
ENSG00000136636,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000136643,0,0,4,1,0.0,0.0,0.8,0.2
ENSG00000136710,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000136715,0,4,3,1,0.0,0.5,0.38,0.12
ENSG00000136718,0,0,4,13,0.0,0.0,0.24,0.76
ENSG00000136807,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000136816,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000136819,0,1,0,17,0.0,0.06,0.0,0.94
ENSG00000136827,0,0,1,4,0.0,0.0,0.2,0.8
ENSG00000136861,0,0,6,6,0.0,0.0,0.5,0.5
ENSG00000136895,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000136897,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000136929,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000136936,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000136937,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000136940,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000136960,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000136997,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000136999,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000137040,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000137054,0,3,0,3,0.0,0.5,0.0,0.5
ENSG00000137075,0,0,7,9,0.0,0.0,0.44,0.56
ENSG00000137078,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000137101,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000137161,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000137168,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000137216,0,0,6,8,0.0,0.0,0.43,0.57
ENSG00000137251,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000137252,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000137259,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000137267,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000137274,0,0,0,20,0.0,0.0,0.0,1.0
ENSG00000137309,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000137434,0,6,0,12,0.0,0.33,0.0,0.67
ENSG00000137449,3,0,0,6,0.33,0.0,0.0,0.67
ENSG00000137473,0,0,5,0,0.0,0.0,1.0,0.0
ENSG00000137500,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000137504,0,9,0,1,0.0,0.9,0.0,0.1
ENSG00000137558,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000137561,1,0,0,1,0.5,0.0,0.0,0.5
ENSG00000137571,0,3,0,2,0.0,0.6,0.0,0.4
ENSG00000137575,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000137628,0,1,0,1,0.0,0.5,0.0,0.5
ENSG00000137692,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000137770,6,0,0,3,0.67,0.0,0.0,0.33
ENSG00000137776,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000137801,0,0,2,12,0.0,0.0,0.14,0.86
ENSG00000137807,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000137809,0,0,4,8,0.0,0.0,0.33,0.67
ENSG00000137812,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000137814,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000137817,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000137818,0,2,0,8,0.0,0.2,0.0,0.8
ENSG00000137819,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000137822,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000137834,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000137876,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000138018,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000138041,0,0,3,1,0.0,0.0,0.75,0.25
ENSG00000138061,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000138073,0,0,4,14,0.0,0.0,0.22,0.78
ENSG00000138080,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138101,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000138152,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138246,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000138271,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138279,0,0,3,1,0.0,0.0,0.75,0.25
ENSG00000138315,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000138316,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000138356,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000138380,0,0,15,12,0.0,0.0,0.56,0.44
ENSG00000138382,0,9,0,13,0.0,0.41,0.0,0.59
ENSG00000138449,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000138495,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000138593,0,0,3,2,0.0,0.0,0.6,0.4
ENSG00000138623,0,0,3,6,0.0,0.0,0.33,0.67
ENSG00000138653,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000138660,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000138675,0,3,0,2,0.0,0.6,0.0,0.4
ENSG00000138696,0,0,1,4,0.0,0.0,0.2,0.8
ENSG00000138741,0,0,3,1,0.0,0.0,0.75,0.25
ENSG00000138744,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000138750,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000138757,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000138758,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000138768,0,1,1,1,0.0,0.33,0.33,0.33
ENSG00000138778,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000138795,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000138942,0,4,0,10,0.0,0.29,0.0,0.71
ENSG00000139116,0,6,6,2,0.0,0.43,0.43,0.14
ENSG00000139117,0,3,0,3,0.0,0.5,0.0,0.5
ENSG00000139155,0,0,5,1,0.0,0.0,0.83,0.17
ENSG00000139190,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000139192,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000139200,0,2,9,7,0.0,0.11,0.5,0.39
ENSG00000139218,0,0,5,12,0.0,0.0,0.29,0.71
ENSG00000139220,0,0,0,24,0.0,0.0,0.0,1.0
ENSG00000139351,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000139354,0,0,10,0,0.0,0.0,1.0,0.0
ENSG00000139436,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000139540,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000139567,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000139626,0,0,0,19,0.0,0.0,0.0,1.0
ENSG00000139644,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000139675,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000139684,0,4,0,1,0.0,0.8,0.0,0.2
ENSG00000139725,3,0,0,10,0.23,0.0,0.0,0.77
ENSG00000139915,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000139974,0,1,7,12,0.0,0.05,0.35,0.6
ENSG00000140025,0,0,3,9,0.0,0.0,0.25,0.75
ENSG00000140092,0,0,4,3,0.0,0.0,0.57,0.43
ENSG00000140254,0,3,11,26,0.0,0.08,0.28,0.65
ENSG00000140262,0,0,2,17,0.0,0.0,0.11,0.89
ENSG00000140274,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000140365,0,8,0,42,0.0,0.16,0.0,0.84
ENSG00000140367,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000140391,0,0,4,5,0.0,0.0,0.44,0.56
ENSG00000140395,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000140403,0,0,6,5,0.0,0.0,0.55,0.45
ENSG00000140474,0,0,0,44,0.0,0.0,0.0,1.0
ENSG00000140479,0,7,0,17,0.0,0.29,0.0,0.71
ENSG00000140488,0,0,5,9,0.0,0.0,0.36,0.64
ENSG00000140497,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000140527,0,3,0,5,0.0,0.38,0.0,0.62
ENSG00000140534,0,0,2,4,0.0,0.0,0.33,0.67
ENSG00000140538,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000140598,0,0,3,1,0.0,0.0,0.75,0.25
ENSG00000140718,0,1,2,0,0.0,0.33,0.67,0.0
ENSG00000140750,0,2,1,25,0.0,0.07,0.04,0.89
ENSG00000140807,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000140829,0,1,0,8,0.0,0.11,0.0,0.89
ENSG00000140854,0,1,0,17,0.0,0.06,0.0,0.94
ENSG00000140931,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000140943,0,0,1,15,0.0,0.0,0.06,0.94
ENSG00000140945,0,0,3,13,0.0,0.0,0.19,0.81
ENSG00000140993,0,0,2,7,0.0,0.0,0.22,0.78
ENSG00000141096,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000141127,0,0,0,22,0.0,0.0,0.0,1.0
ENSG00000141179,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000141232,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000141293,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000141295,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000141314,6,0,0,0,1.0,0.0,0.0,0.0
ENSG00000141316,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000141376,0,0,1,25,0.0,0.0,0.04,0.96
ENSG00000141378,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000141391,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000141448,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000141499,5,0,0,15,0.25,0.0,0.0,0.75
ENSG00000141506,0,0,6,16,0.0,0.0,0.27,0.73
ENSG00000141540,0,0,3,5,0.0,0.0,0.38,0.62
ENSG00000141560,0,3,0,7,0.0,0.3,0.0,0.7
ENSG00000141574,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000141580,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000141622,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000141664,0,0,7,9,0.0,0.0,0.44,0.56
ENSG00000141720,0,1,0,5,0.0,0.17,0.0,0.83
ENSG00000141748,0,3,0,3,0.0,0.5,0.0,0.5
ENSG00000141753,1,0,0,3,0.25,0.0,0.0,0.75
ENSG00000141977,3,0,0,9,0.25,0.0,0.0,0.75
ENSG00000142178,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000142252,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000142330,0,6,0,26,0.0,0.19,0.0,0.81
ENSG00000142409,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000142541,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000142544,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000142546,0,0,4,31,0.0,0.0,0.11,0.89
ENSG00000142556,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000142619,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000142677,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000142686,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000142731,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000142733,0,0,4,12,0.0,0.0,0.25,0.75
ENSG00000142856,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000143006,0,1,1,2,0.0,0.25,0.25,0.5
ENSG00000143028,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000143079,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143105,0,0,2,0,0.0,0.0,1.0,0.0
ENSG00000143140,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000143147,0,0,8,2,0.0,0.0,0.8,0.2
ENSG00000143149,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143157,0,4,0,1,0.0,0.8,0.0,0.2
ENSG00000143167,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000143179,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000143184,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000143198,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000143217,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000143297,0,0,0,15,0.0,0.0,0.0,1.0
ENSG00000143320,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000143324,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143367,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000143368,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000143398,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000143409,0,4,0,8,0.0,0.33,0.0,0.67
ENSG00000143412,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000143434,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000143443,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000143469,0,6,0,3,0.0,0.67,0.0,0.33
ENSG00000143499,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000143502,0,6,0,4,0.0,0.6,0.0,0.4
ENSG00000143512,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143545,0,0,1,6,0.0,0.0,0.14,0.86
ENSG00000143590,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000143621,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000143641,0,0,2,2,0.0,0.0,0.5,0.5
ENSG00000143740,0,0,0,18,0.0,0.0,0.0,1.0
ENSG00000143771,0,0,4,10,0.0,0.0,0.29,0.71
ENSG00000143815,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000143839,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000143847,0,7,7,16,0.0,0.23,0.23,0.53
ENSG00000143867,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000143994,0,0,0,12,0.0,0.0,0.0,1.0
ENSG00000144021,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000144028,0,0,2,15,0.0,0.0,0.12,0.88
ENSG00000144040,1,0,3,20,0.04,0.0,0.12,0.83
ENSG00000144043,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000144048,0,1,0,9,0.0,0.1,0.0,0.9
ENSG00000144057,0,0,0,3,0.0,0.0,0.0,1.0
ENSG00000144115,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000144119,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000144191,0,4,0,1,0.0,0.8,0.0,0.2
ENSG00000144290,0,4,3,5,0.0,0.33,0.25,0.42
ENSG00000144357,0,6,0,13,0.0,0.32,0.0,0.68
ENSG00000144369,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000144401,0,0,9,3,0.0,0.0,0.75,0.25
ENSG00000144426,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000144460,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000144559,0,0,6,1,0.0,0.0,0.86,0.14
ENSG00000144560,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000144589,0,0,2,16,0.0,0.0,0.11,0.89
ENSG00000144596,0,0,0,16,0.0,0.0,0.0,1.0
ENSG00000144655,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000144677,0,0,4,2,0.0,0.0,0.67,0.33
ENSG00000144730,0,0,7,11,0.0,0.0,0.39,0.61
ENSG00000144771,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000144802,0,5,0,5,0.0,0.5,0.0,0.5
ENSG00000144810,0,2,2,2,0.0,0.33,0.33,0.33
ENSG00000144891,0,0,9,0,0.0,0.0,1.0,0.0
ENSG00000144909,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000144959,0,0,5,2,0.0,0.0,0.71,0.29
ENSG00000145029,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000145088,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000145103,0,0,3,7,0.0,0.0,0.3,0.7
ENSG00000145220,0,3,0,0,0.0,1.0,0.0,0.0
ENSG00000145247,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000145309,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000145321,0,4,0,3,0.0,0.57,0.0,0.43
ENSG00000145349,0,5,0,11,0.0,0.31,0.0,0.69
ENSG00000145375,0,0,1,1,0.0,0.0,0.5,0.5
ENSG00000145391,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000145414,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000145425,0,0,11,4,0.0,0.0,0.73,0.27
ENSG00000145526,0,7,0,0,0.0,1.0,0.0,0.0
ENSG00000145545,0,0,2,3,0.0,0.0,0.4,0.6
ENSG00000145592,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000145649,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000145700,0,0,4,2,0.0,0.0,0.67,0.33
ENSG00000145708,0,0,2,1,0.0,0.0,0.67,0.33
ENSG00000145723,0,0,4,7,0.0,0.0,0.36,0.64
ENSG00000145757,6,0,0,0,1.0,0.0,0.0,0.0
ENSG00000145794,0,0,4,1,0.0,0.0,0.8,0.2
ENSG00000145882,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000145907,0,0,0,14,0.0,0.0,0.0,1.0
ENSG00000145912,2,0,0,4,0.33,0.0,0.0,0.67
ENSG00000145982,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000145990,0,2,0,0,0.0,1.0,0.0,0.0
ENSG00000145996,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000146085,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000146166,0,0,1,2,0.0,0.0,0.33,0.67
ENSG00000146383,0,0,1,0,0.0,0.0,1.0,0.0
ENSG00000146457,0,2,0,1,0.0,0.67,0.0,0.33
ENSG00000146842,0,0,4,6,0.0,0.0,0.4,0.6
ENSG00000146856,0,0,5,3,0.0,0.0,0.62,0.38
ENSG00000146872,0,0,0,33,0.0,0.0,0.0,1.0
ENSG00000146963,0,0,3,3,0.0,0.0,0.5,0.5
ENSG00000147044,0,0,0,8,0.0,0.0,0.0,1.0
ENSG00000147118,0,0,3,0,0.0,0.0,1.0,0.0
ENSG00000147124,0,0,3,2,0.0,0.0,0.6,0.4
ENSG00000147155,0,0,0,6,0.0,0.0,0.0,1.0
ENSG00000147164,0,2,0,3,0.0,0.4,0.0,0.6
ENSG00000147168,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000147202,0,0,0,5,0.0,0.0,0.0,1.0
ENSG00000147206,0,0,3,6,0.0,0.0,0.33,0.67
ENSG00000147257,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000147454,0,0,1,9,0.0,0.0,0.1,0.9
ENSG00000147471,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000147509,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000147548,0,3,0,9,0.0,0.25,0.0,0.75
ENSG00000147676,0,5,1,4,0.0,0.5,0.1,0.4
ENSG00000147679,0,0,0,4,0.0,0.0,0.0,1.0
ENSG00000147697,0,0,1,3,0.0,0.0,0.25,0.75
ENSG00000147862,0,0,4,4,0.0,0.0,0.5,0.5
ENSG00000147889,0,3,9,3,0.0,0.2,0.6,0.2
ENSG00000148057,0,0,0,7,0.0,0.0,0.0,1.0
ENSG00000148090,0,0,1,6,0.0,0.0,0.14,0.86
ENSG00000148158,0,1,0,2,0.0,0.33,0.0,0.67
ENSG00000148187,0,0,0,11,0.0,0.0,0.0,1.0
ENSG00000148200,5,0,0,0,1.0,0.0,0.0,0.0
ENSG00000148225,3,0,0,9,0.25,0.0,0.0,0.75
ENSG00000148288,0,3,1,11,0.0,0.2,0.07,0.73
ENSG00000148362,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000148386,0,0,0,9,0.0,0.0,0.0,1.0
ENSG00000148396,0,4,0,9,0.0,0.31,0.0,0.69
ENSG00000148516,0,5,5,20,0.0,0.17,0.17,0.67
ENSG00000148704,0,2,0,2,0.0,0.5,0.0,0.5
ENSG00000148719,0,4,8,6,0.0,0.22,0.44,0.33
ENSG00000148737,0,0,0,13,0.0,0.0,0.0,1.0
ENSG00000148803,0,0,0,10,0.0,0.0,0.0,1.0
ENSG00000148826,0,1,0,0,0.0,1.0,0.0,0.0
ENSG00000148832,0,0,1,39,0.0,0.0,0.02,0.98
ENSG00000148834,0,0,2,5,0.0,0.0,0.29,0.71
ENSG00000148842,0,0,0,1,0.0,0.0,0.0,1.0
ENSG00000148943,0,0,0,2,0.0,0.0,0.0,1.0
ENSG00000149016,1,2,0,8,0.09,0.18,0.0,0.73
